Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
5/3/2021,ID-LA,Lampung,95,1,60,34,16211,818,14013,1380,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,10.44,1782.29,0.11,89.93,8.99,5.05%,86.44%,1.27,
5/3/2021,ID-MA,Maluku,14,0,0,14,7549,117,7137,295,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,7.58,4086.95,0.00,63.34,6.33,1.55%,94.54%,2.80,1.00
5/3/2021,ID-MU,Maluku Utara,3,0,33,-30,4420,120,4182,118,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,2.29,3379.71,0.00,91.76,9.18,2.71%,94.62%,,1.00
5/3/2021,ID-NB,Nusa Tenggara Barat,129,2,28,99,10617,382,7911,2324,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,24.48,2014.52,0.38,72.48,7.25,3.60%,74.51%,4.45,2.00
5/3/2021,ID-NT,Nusa Tenggara Timur,61,1,62,-2,14697,378,12798,1521,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,11.27,2715.97,0.18,69.85,6.99,2.57%,87.08%,0.24,0.33
5/3/2021,ID-PA,Papua,0,0,16,-16,20365,260,11355,8750,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,4692.02,0.00,59.90,5.99,1.28%,55.76%,1.00,1.00
5/3/2021,ID-PB,Papua Barat,1,2,27,-28,8987,153,8582,252,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.88,7878.49,1.75,134.13,13.41,1.70%,95.49%,0.08,
5/3/2021,ID-RI,Riau,341,18,398,-75,45579,1134,39400,5045,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,56.14,7503.83,2.96,186.69,18.67,2.49%,86.44%,0.58,1.13
5/3/2021,ID-SR,Sulawesi Barat,2,0,4,-2,5474,119,5263,92,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,1.28,3509.01,0.00,76.28,7.63,2.17%,96.15%,0.09,0.00
5/3/2021,ID-SN,Sulawesi Selatan,13,0,9,4,61536,932,60252,352,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.38,6527.71,0.00,98.87,9.89,1.51%,97.91%,3.25,1.00
5/3/2021,ID-ST,Sulawesi Tengah,56,2,94,-40,12372,337,11318,717,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,18.95,4186.00,0.68,114.02,11.40,2.72%,91.48%,4.00,2.00
5/3/2021,ID-SG,Sulawesi Tenggara,0,1,13,-14,10427,212,9898,317,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,3956.42,0.38,80.44,8.04,2.03%,94.93%,1.00,1.00
5/3/2021,ID-SA,Sulawesi Utara,0,1,9,-10,15656,508,13234,1914,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,5926.07,0.38,192.29,19.23,3.24%,84.53%,0.00,0.33
5/3/2021,ID-SB,Sumatera Barat,58,5,98,-45,37438,814,34242,2382,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,10.51,6783.17,0.91,147.48,14.75,2.17%,91.46%,0.21,0.83
5/3/2021,ID-SS,Sumatera Selatan,113,9,252,-148,20838,1014,18383,1441,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,13.75,2535.79,1.10,123.39,12.34,4.87%,88.22%,0.87,1.13
5/3/2021,ID-SU,Sumatera Utara,68,1,60,7,29590,977,26291,2322,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,4.57,1989.26,0.07,65.68,6.57,3.30%,88.85%,1.06,0.50
5/4/2021,ID-AC,Aceh,98,5,9,84,11391,454,9802,1135,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,18.68,2170.85,0.95,86.52,8.65,3.99%,86.05%,1.75,5.00
5/4/2021,ID-BA,Bali,150,9,123,18,45154,1369,42450,1335,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,35.58,10709.72,2.13,324.70,32.47,3.03%,94.01%,1.43,1.00
5/4/2021,ID-BT,Banten,112,4,163,-55,47689,1216,44477,1996,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,10.45,4447.62,0.37,113.41,11.34,2.55%,93.26%,0.89,
5/4/2021,ID-BE,Bengkulu,54,0,38,16,7020,174,5985,861,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,27.01,3510.81,0.00,87.02,8.70,2.48%,85.26%,7.71,0.00
5/4/2021,ID-JK,DKI Jakarta,416,18,586,-188,411567,6729,397984,6854,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,38.35,37945.92,1.66,620.40,62.04,1.63%,96.70%,0.55,0.90
5/4/2021,ID-YO,Daerah Istimewa Yogyakarta,159,11,254,-106,40140,981,35629,3530,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,43.79,11054.76,3.03,270.17,27.02,2.44%,88.76%,1.01,2.20
5/4/2021,ID-GO,Gorontalo,4,0,4,0,5407,168,5091,148,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,3.39,4579.68,0.00,142.29,14.23,3.11%,94.16%,1.33,0.00
5/4/2021,IDN,Indonesia,4369,188,5658,-1477,1686373,46137,1541149,99087,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,16.48,6359.22,0.71,173.98,17.40,2.74%,91.39%,0.92,1.23
5/4/2021,ID-JA,Jambi,50,3,63,-16,7940,120,6355,1465,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,14.31,2272.89,0.86,34.35,3.44,1.51%,80.04%,0.61,3.00
5/4/2021,ID-JB,Jawa Barat,909,27,1259,-377,286255,3824,251194,31237,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,20.13,6338.50,0.60,84.67,8.47,1.34%,87.75%,0.77,1.50
5/4/2021,ID-JT,Jawa Tengah,382,27,659,-304,186069,8511,167008,10550,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,10.50,5116.84,0.74,234.05,23.40,4.57%,89.76%,0.71,0.84
5/4/2021,ID-JI,Jawa Timur,290,33,250,7,148675,10792,135912,1971,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.16,3672.89,0.82,266.61,26.66,7.26%,91.42%,1.34,1.65
5/4/2021,ID-KB,Kalimantan Barat,117,0,99,18,8048,46,7001,1001,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,21.58,1484.10,0.00,8.48,0.85,0.57%,86.99%,,0.00
5/4/2021,ID-KS,Kalimantan Selatan,56,5,224,-173,33148,955,30270,1923,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,13.92,8239.52,1.24,237.38,23.74,2.88%,91.32%,1.65,5.00
5/4/2021,ID-KT,Kalimantan Tengah,101,0,243,-142,20403,451,17416,2536,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,39.30,7938.02,0.00,175.47,17.55,2.21%,85.36%,1.36,1.00
5/4/2021,ID-KI,Kalimantan Timur,137,4,107,26,69037,1655,65798,1584,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,38.57,19435.05,1.13,465.91,46.59,2.40%,95.31%,1.63,0.80
5/4/2021,ID-KU,Kalimantan Utara,17,0,20,-3,11821,186,11099,536,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,26.22,18230.83,0.00,286.86,28.69,1.57%,93.89%,0.94,1.00
5/4/2021,ID-BB,Kepulauan Bangka Belitung,167,2,223,-58,13988,220,12199,1569,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,121.03,10137.94,1.45,159.45,15.94,1.57%,87.21%,2.04,2.00
5/4/2021,ID-KR,Kepulauan Riau,134,3,173,-42,11787,260,9933,1594,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,69.45,6109.15,1.55,134.76,13.48,2.21%,84.27%,0.88,
5/4/2021,ID-LA,Lampung,52,3,39,10,16263,821,14052,1390,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,5.72,1788.01,0.33,90.26,9.03,5.05%,86.40%,0.55,3.00
5/4/2021,ID-MA,Maluku,0,0,0,0,7549,117,7137,295,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,4086.95,0.00,63.34,6.33,1.55%,94.54%,0.00,1.00
5/4/2021,ID-MU,Maluku Utara,1,0,6,-5,4421,120,4188,113,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.76,3380.48,0.00,91.76,9.18,2.71%,94.73%,0.33,1.00
5/4/2021,ID-NB,Nusa Tenggara Barat,30,6,24,0,10647,388,7935,2324,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,5.69,2020.21,1.14,73.62,7.36,3.64%,74.53%,0.23,3.00
5/4/2021,ID-NT,Nusa Tenggara Timur,59,0,25,34,14756,378,12823,1555,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,10.90,2726.88,0.00,69.85,6.99,2.56%,86.90%,0.97,0.00
5/4/2021,ID-PA,Papua,3,0,5,-2,20368,260,11360,8748,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.69,4692.71,0.00,59.90,5.99,1.28%,55.77%,,1.00
5/4/2021,ID-PB,Papua Barat,21,0,6,15,9008,153,8588,267,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,18.41,7896.90,0.00,134.13,13.41,1.70%,95.34%,21.00,0.00
5/4/2021,ID-RI,Riau,483,7,331,145,46062,1141,39731,5190,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,79.52,7583.35,1.15,187.85,18.78,2.48%,86.26%,1.42,0.39
5/4/2021,ID-SR,Sulawesi Barat,0,0,7,-7,5474,119,5270,85,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,3509.01,0.00,76.28,7.63,2.17%,96.27%,0.00,1.00
5/4/2021,ID-SN,Sulawesi Selatan,21,0,8,13,61557,932,60260,365,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,2.23,6529.94,0.00,98.87,9.89,1.51%,97.89%,1.62,1.00
5/4/2021,ID-ST,Sulawesi Tengah,22,1,97,-76,12394,338,11415,641,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,7.44,4193.44,0.34,114.36,11.44,2.73%,92.10%,0.39,0.50
5/4/2021,ID-SG,Sulawesi Tenggara,4,0,0,4,10431,212,9898,321,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,1.52,3957.94,0.00,80.44,8.04,2.03%,94.89%,,0.00
5/4/2021,ID-SA,Sulawesi Utara,6,0,66,-60,15662,508,13300,1854,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,2.27,5928.35,0.00,192.29,19.23,3.24%,84.92%,,0.00
5/4/2021,ID-SB,Sumatera Barat,144,5,223,-84,37582,819,34465,2298,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,26.09,6809.26,0.91,148.39,14.84,2.18%,91.71%,2.48,1.00
5/4/2021,ID-SS,Sumatera Selatan,111,10,166,-65,20949,1024,18549,1376,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,13.51,2549.30,1.22,124.61,12.46,4.89%,88.54%,0.98,1.11
5/4/2021,ID-SU,Sumatera Utara,63,0,65,-2,29653,977,26356,2320,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,4.24,1993.49,0.00,65.68,6.57,3.29%,88.88%,0.93,0.00
5/5/2021,ID-AC,Aceh,91,6,18,67,11482,460,9820,1202,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,17.34,2188.19,1.14,87.66,8.77,4.01%,85.53%,0.93,1.20
5/5/2021,ID-BA,Bali,128,9,126,-7,45282,1378,42576,1328,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,30.36,10740.08,2.13,326.84,32.68,3.04%,94.02%,0.85,1.00
5/5/2021,ID-BT,Banten,73,3,193,-123,47762,1219,44670,1873,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,6.81,4454.42,0.28,113.69,11.37,2.55%,93.53%,0.65,0.75
5/5/2021,ID-BE,Bengkulu,35,0,41,-6,7055,174,6026,855,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,17.50,3528.31,0.00,87.02,8.70,2.47%,85.41%,0.65,1.00
5/5/2021,ID-JK,DKI Jakarta,845,12,687,146,412412,6741,398671,7000,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,77.91,38023.83,1.11,621.51,62.15,1.63%,96.67%,2.03,0.67
5/5/2021,ID-YO,Daerah Istimewa Yogyakarta,232,6,261,-35,40372,987,35890,3495,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,63.89,11118.65,1.65,271.82,27.18,2.44%,88.90%,1.46,0.55
5/5/2021,ID-GO,Gorontalo,4,0,13,-9,5411,168,5104,139,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,3.39,4583.06,0.00,142.29,14.23,3.10%,94.33%,1.00,1.00
5/5/2021,IDN,Indonesia,5285,212,5943,-870,1691658,46349,1547092,98217,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,19.93,6379.15,0.80,174.78,17.48,2.74%,91.45%,1.21,1.13
5/5/2021,ID-JA,Jambi,102,2,63,37,8042,122,6418,1502,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,29.20,2302.08,0.57,34.92,3.49,1.52%,79.81%,2.04,0.67
5/5/2021,ID-JB,Jawa Barat,979,26,1376,-423,287234,3850,252570,30814,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,21.68,6360.18,0.58,85.25,8.52,1.34%,87.93%,1.08,0.96
5/5/2021,ID-JT,Jawa Tengah,544,59,586,-101,186613,8570,167594,10449,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,14.96,5131.80,1.62,235.67,23.57,4.59%,89.81%,1.42,2.19
5/5/2021,ID-JI,Jawa Timur,271,28,225,18,148946,10820,136137,1989,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,6.69,3679.58,0.69,267.30,26.73,7.26%,91.40%,0.93,0.85
5/5/2021,ID-KB,Kalimantan Barat,116,4,100,12,8164,50,7101,1013,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,21.39,1505.49,0.74,9.22,0.92,0.61%,86.98%,0.99,
5/5/2021,ID-KS,Kalimantan Selatan,108,3,211,-106,33256,958,30481,1817,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,26.85,8266.37,0.75,238.13,23.81,2.88%,91.66%,1.93,0.60
5/5/2021,ID-KT,Kalimantan Tengah,91,1,338,-248,20494,452,17754,2288,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,35.40,7973.42,0.39,175.86,17.59,2.21%,86.63%,0.90,
5/5/2021,ID-KI,Kalimantan Timur,137,5,102,30,69174,1660,65900,1614,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,38.57,19473.62,1.41,467.32,46.73,2.40%,95.27%,1.00,1.25
5/5/2021,ID-KU,Kalimantan Utara,3,2,13,-12,11824,188,11112,524,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,4.63,18235.46,3.08,289.94,28.99,1.59%,93.98%,0.18,
5/5/2021,ID-BB,Kepulauan Bangka Belitung,125,1,130,-6,14113,221,12329,1563,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,90.60,10228.54,0.72,160.17,16.02,1.57%,87.36%,0.75,0.50
5/5/2021,ID-KR,Kepulauan Riau,94,0,111,-17,11881,260,10044,1577,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,48.72,6157.87,0.00,134.76,13.48,2.19%,84.54%,0.70,0.00
5/5/2021,ID-LA,Lampung,77,1,76,0,16340,822,14128,1390,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,8.47,1796.47,0.11,90.37,9.04,5.03%,86.46%,1.48,0.33
5/5/2021,ID-MA,Maluku,18,0,7,11,7567,117,7144,306,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,9.75,4096.70,0.00,63.34,6.33,1.55%,94.41%,,1.00
5/5/2021,ID-MU,Maluku Utara,7,0,21,-14,4428,120,4209,99,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,5.35,3385.83,0.00,91.76,9.18,2.71%,95.05%,7.00,1.00
5/5/2021,ID-NB,Nusa Tenggara Barat,26,12,0,14,10673,400,7935,2338,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.93,2025.14,2.28,75.90,7.59,3.75%,74.35%,0.87,2.00
5/5/2021,ID-NT,Nusa Tenggara Timur,55,2,133,-80,14811,380,12956,1475,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,10.16,2737.04,0.37,70.22,7.02,2.57%,87.48%,0.93,
5/5/2021,ID-PA,Papua,18,0,18,0,20386,260,11378,8748,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,4.15,4696.86,0.00,59.90,5.99,1.28%,55.81%,6.00,1.00
5/5/2021,ID-PB,Papua Barat,23,0,38,-15,9031,153,8626,252,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,20.16,7917.06,0.00,134.13,13.41,1.69%,95.52%,1.10,1.00
5/5/2021,ID-RI,Riau,570,15,571,-16,46632,1156,40302,5174,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,93.84,7677.19,2.47,190.32,19.03,2.48%,86.43%,1.18,2.14
5/5/2021,ID-SR,Sulawesi Barat,1,0,3,-2,5475,119,5273,83,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,3509.65,0.00,76.28,7.63,2.17%,96.31%,,1.00
5/5/2021,ID-SN,Sulawesi Selatan,6,0,56,-50,61563,932,60316,315,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.64,6530.58,0.00,98.87,9.89,1.51%,97.97%,0.29,1.00
5/5/2021,ID-ST,Sulawesi Tengah,29,3,129,-103,12423,341,11544,538,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,9.81,4203.25,1.02,115.38,11.54,2.74%,92.92%,1.32,3.00
5/5/2021,ID-SG,Sulawesi Tenggara,10,0,30,-20,10441,212,9928,301,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,3.79,3961.74,0.00,80.44,8.04,2.03%,95.09%,2.50,1.00
5/5/2021,ID-SA,Sulawesi Utara,2,0,7,-5,15664,508,13307,1849,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.76,5929.10,0.00,192.29,19.23,3.24%,84.95%,0.33,1.00
5/5/2021,ID-SB,Sumatera Barat,263,5,208,50,37845,824,34673,2348,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,47.65,6856.92,0.91,149.30,14.93,2.18%,91.62%,1.83,1.00
5/5/2021,ID-SS,Sumatera Selatan,129,10,51,68,21078,1034,18600,1444,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,15.70,2565.00,1.22,125.83,12.58,4.91%,88.24%,1.16,1.00
5/5/2021,ID-SU,Sumatera Utara,71,3,64,4,29724,980,26420,2324,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,4.77,1998.27,0.20,65.88,6.59,3.30%,88.88%,1.13,
5/6/2021,ID-AC,Aceh,107,1,38,68,11589,461,9858,1270,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,20.39,2208.58,0.19,87.86,8.79,3.98%,85.06%,1.18,0.17
5/6/2021,ID-BA,Bali,146,11,156,-21,45428,1389,42732,1307,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,34.63,10774.71,2.61,329.45,32.94,3.06%,94.07%,1.14,1.22
5/6/2021,ID-BT,Banten,65,1,37,27,47827,1220,44707,1900,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,6.06,4460.49,0.09,113.78,11.38,2.55%,93.48%,0.89,0.33
